Store Name,Date,Bill No.,Tab Type,Source,Customer Name,Customer Number,Super Category,Category,SAC/HSN No.,SKU Code / Item No,SKU / Item Name,Item Rate,Item Qty,Item Subtotal,Offer,Discount Amount,Complimentary Amount,Total Discount,Net Sale Value,Tax Amount,Gross Sale Value,Purchase Rate,Purchase Value,Net Margin%,Gross Margin%
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0001,Delivery/Takeaway,Mall Walk-in,Guest 3999,9000003999,Beverage,Coffee Classics,996331,MENU0004,Americano - Medium,210.0,2.0,420.0,Synthetic promotion,10.25,0,10.25,409.75,20.49,430.24,26.05,52.1,87.28,87.89
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0002,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0005,Americano - Large,235.0,1.0,235.0,Synthetic promotion,4.19,0,4.19,230.81,11.54,242.35,28.91,28.91,87.47,88.07
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0003,Dine In,Dine In,Guest 3232,9000003232,Beverage,Coffee Classics,996331,MENU0006,Latte - Regular,229.32,3.0,687.96,,0.0,0,0.0,687.97,34.4,722.37,36.17,108.51,84.23,84.98
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0004,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0007,Latte - Medium,250.0,2.0,500.0,Synthetic promotion,8.25,0,8.25,491.75,24.59,516.34,40.96,81.92,83.34,84.13
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0005,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0008,Latte - Large,275.0,2.0,550.0,Synthetic promotion,29.89,0,29.89,520.11,26.01,546.12,45.76,91.52,82.4,83.24
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0006,Delivery/Takeaway,Mall Walk-in,Guest 4685,9000004685,Beverage,Coffee Classics,996331,MENU0009,Cappuccino - Regular,225.0,1.0,225.0,Synthetic promotion,11.74,0,11.74,213.26,10.66,223.92,36.17,36.17,83.04,83.85
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0007,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0011,Cappuccino - Large,277.59,1.0,277.59,,0.0,0,0.0,277.59,13.88,291.47,45.76,45.76,83.52,84.3
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0008,Delivery/Takeaway,Mall Walk-in,,,Beverage,Coffee Classics,996331,MENU0016,Mocha - Medium,270.0,1.0,270.0,Synthetic promotion,7.21,0,7.21,262.79,13.14,275.93,48.42,48.42,81.57,82.45
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0009,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0017,Mocha - Large,295.0,1.0,295.0,Synthetic promotion,5.4,0,5.4,289.6,14.48,304.08,54.21,54.21,81.28,82.17
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0010,Delivery/Takeaway,Mall Walk-in,,,Beverage,Signature Coffee,996331,MENU0020,Sea Salt Mocha - Large,335.0,2.0,670.0,Synthetic promotion,9.5,0,9.5,660.5,33.02,693.52,54.21,108.42,83.59,84.37
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0011,Dine In,Dine In,,,Beverage,Signature Coffee,996331,MENU0021,Orange Zest Mocha - Regular,270.0,3.0,810.0,Synthetic promotion,26.64,0,26.64,783.36,39.17,822.53,42.67,128.01,83.66,84.44
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0012,Delivery/Takeaway,Online,,,Beverage,Signature Coffee,996331,MENU0022,Orange Zest Mocha - Medium,303.19,2.0,606.38,,0.0,0,0.0,606.38,30.32,636.7,48.42,96.84,84.03,84.79
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0013,Delivery/Takeaway,Online,,,Beverage,Signature Coffee,996331,MENU0023,Orange Zest Mocha - Large,330.0,1.0,330.0,Synthetic promotion,8.8,0,8.8,321.2,16.06,337.26,54.21,54.21,83.12,83.93
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0014,Delivery/Takeaway,Mall Walk-in,,,Beverage,Signature Coffee,996331,MENU0024,Caramel Macchiato - Regular,265.0,1.0,265.0,Synthetic promotion,11.83,0,11.83,253.17,12.66,265.83,42.42,42.42,83.24,84.04
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0015,Delivery/Takeaway,Online,Guest 3102,9000003102,Beverage,Signature Coffee,996331,MENU0025,Caramel Macchiato - Medium,299.94,1.0,299.94,,0.0,0,0.0,299.94,15.0,314.94,48.13,48.13,83.95,84.72
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0016,Dine In,Dine In,,,Beverage,Signature Coffee,996331,MENU0030,Vegan Iced Latte - Regular,285.0,2.0,570.0,Synthetic promotion,5.38,0,5.38,564.62,28.23,592.85,58.9,117.8,79.14,80.13
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0017,Delivery/Takeaway,Online,,,Beverage,Signature Coffee,996331,MENU0031,Vegan Iced Latte - Medium,310.0,3.0,930.0,Synthetic promotion,18.85,0,18.85,911.15,45.56,956.71,66.95,200.85,77.96,79.01
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0018,Delivery/Takeaway,Mall Walk-in,,,Beverage,Cold Brew,996331,MENU0033,Classic Cold Brew - Regular,225.0,2.0,450.0,Synthetic promotion,10.88,0,10.88,439.12,21.96,461.08,25.6,51.2,88.34,88.9
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0019,Dine In,Dine In,,,Beverage,Cold Brew,996331,MENU0034,Classic Cold Brew - Medium,250.17,2.0,500.34,,0.0,0,0.0,500.34,25.02,525.36,28.66,57.32,88.54,89.09
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0020,Delivery/Takeaway,Mall Walk-in,Guest 0299,9000000299,Beverage,Cold Brew,996331,MENU0038,Coffee Lemonade - Large,285.0,1.0,285.0,Synthetic promotion,10.11,0,10.11,274.89,13.74,288.63,36.73,36.73,86.64,87.27
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0021,Delivery/Takeaway,Mall Walk-in,,,Beverage,Cold Brew,996331,MENU0039,Vietnamese Shakerato - Regular,255.0,1.0,255.0,Synthetic promotion,14.69,0,14.69,240.31,12.02,252.33,25.6,25.6,89.35,89.85
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0022,Delivery/Takeaway,Mall Walk-in,,,Beverage,Cold Brew,996331,MENU0040,Vietnamese Shakerato - Medium,280.0,1.0,280.0,Synthetic promotion,7.04,0,7.04,272.96,13.65,286.61,28.66,28.66,89.5,90.0
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0023,Delivery/Takeaway,Mall Walk-in,,,Beverage,Cold Brew,996331,MENU0041,Vietnamese Shakerato - Large,307.37,2.0,614.74,Synthetic promotion,0.01,0,0.01,614.73,30.74,645.47,31.73,63.46,89.68,90.17
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0024,Delivery/Takeaway,Mall Walk-in,,,Beverage,Cold Coffee,996331,MENU0042,Classic Cold Coffee - Regular,255.0,1.0,255.0,Synthetic promotion,4.58,0,4.58,250.42,12.52,262.94,38.56,38.56,84.6,85.34
ABNAH Cafe Saket Premium,2026-01-01,BILL-OUT003-260101-0025,Delivery/Takeaway,Mall Walk-in,,,Beverage,Cold Coffee,996331,MENU0043,Classic Cold Coffee - Medium,292.91,1.0,292.91,,0.0,0,0.0,292.91,14.65,307.56,43.56,43.56,85.13,85.84
