Store Name,Date,Bill No.,Tab Type,Source,Customer Name,Customer Number,Super Category,Category,SAC/HSN No.,SKU Code / Item No,SKU / Item Name,Item Rate,Item Qty,Item Subtotal,Offer,Discount Amount,Complimentary Amount,Total Discount,Net Sale Value,Tax Amount,Gross Sale Value,Purchase Rate,Purchase Value,Net Margin%,Gross Margin%
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0001,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0003,Americano - Regular,185.0,5.0,925.0,Synthetic promotion,9.53,0,9.53,915.47,45.77,961.24,23.21,116.05,87.32,87.93
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0002,Delivery/Takeaway,Corporate Order,,,Beverage,Coffee Classics,996331,MENU0004,Americano - Medium,210.0,4.0,840.0,Synthetic promotion,9.77,0,9.77,830.23,41.51,871.74,26.05,104.2,87.45,88.05
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0003,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0005,Americano - Large,235.0,1.0,235.0,Synthetic promotion,11.36,0,11.36,223.64,11.18,234.82,28.91,28.91,87.07,87.69
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0004,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0006,Latte - Regular,229.12,3.0,687.36,,0.0,0,0.0,687.36,34.37,721.73,36.17,108.51,84.21,84.97
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0005,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0007,Latte - Medium,250.0,1.0,250.0,Synthetic promotion,2.52,0,2.52,247.48,12.37,259.85,40.96,40.96,83.45,84.24
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0006,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0008,Latte - Large,279.91,3.0,839.73,,0.0,0,0.0,839.74,41.99,881.73,45.76,137.28,83.65,84.43
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0007,Dine In,Dine In,Guest 6904,9000006904,Beverage,Coffee Classics,996331,MENU0009,Cappuccino - Regular,226.02,3.0,678.06,Synthetic promotion,0.01,0,0.01,678.05,33.9,711.95,36.17,108.51,84.0,84.76
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0008,Delivery/Takeaway,Corporate Order,,,Beverage,Coffee Classics,996331,MENU0010,Cappuccino - Medium,250.0,4.0,1000.0,Synthetic promotion,43.36,0,43.36,956.64,47.83,1004.47,40.96,163.84,82.87,83.69
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0009,Delivery/Takeaway,Corporate Order,,,Beverage,Coffee Classics,996331,MENU0012,Flat White - Regular,235.0,4.0,940.0,Synthetic promotion,18.47,0,18.47,921.53,46.08,967.61,36.17,144.68,84.3,85.05
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0010,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0013,Flat White - Medium,263.68,2.0,527.36,,0.0,0,0.0,527.36,26.37,553.73,40.96,81.92,84.47,85.21
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0011,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0014,Flat White - Large,286.89,3.0,860.67,Synthetic promotion,0.01,0,0.01,860.66,43.03,903.69,45.76,137.28,84.05,84.81
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0012,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0015,Mocha - Regular,246.11,3.0,738.33,,0.0,0,0.0,738.33,36.92,775.25,42.67,128.01,82.66,83.49
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0013,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0016,Mocha - Medium,270.0,2.0,540.0,Synthetic promotion,15.26,0,15.26,524.74,26.24,550.98,48.42,96.84,81.55,82.42
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0014,Delivery/Takeaway,Corporate Order,,,Beverage,Coffee Classics,996331,MENU0017,Mocha - Large,295.0,1.0,295.0,Synthetic promotion,16.94,0,16.94,278.06,13.9,291.96,54.21,54.21,80.5,81.43
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0015,Dine In,Dine In,,,Beverage,Signature Coffee,996331,MENU0018,Sea Salt Mocha - Regular,277.19,1.0,277.19,,0.0,0,0.0,277.19,13.86,291.05,42.67,42.67,84.61,85.34
ABNAH Cafe Connaught Place,2026-01-01,BILL-OUT001-260101-0016,Delivery/Takeaway,Takeaway,,,Beverage,Signature Coffee,996331,MENU0020,Sea Salt Mocha - Large,335.0,1.0,335.0,Synthetic promotion,12.88,0,12.88,322.12,16.11,338.23,54.21,54.21,83.17,83.97
