State,Deployment,Order Id,billNumber,daySerial,Tab,tableNumber,Open Time,Close Time,Category Name,Item Name,Item Number,itemSection,Item Classification,Rate,Qty,Amount,Discount,discountType,discountRemarks,GST@5% Amount,GST@5%,GST@18% Amount,GST@18%,GST@3% Amount,GST@3%,netamt,customerName,customerMobile,Covers,Waiter Name,Source
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260101-0001,1,Delivery/Takeaway,,2026-01-01 12:14:00,2026-01-01 12:48:00,Espresso,Espresso Shot - Doppio,MENU0002,Beverage,Menu Item,185.0,1.0,185.0,10.74,Bill Discount,Synthetic promotion,174.26,8.71,0,0,0,0,182.97,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260101-0002,2,Delivery/Takeaway,,2026-01-01 17:39:00,2026-01-01 17:49:00,Coffee Classics,Americano - Regular,MENU0003,Beverage,Menu Item,185.0,4.0,740.0,20.93,Bill Discount,Synthetic promotion,719.07,35.95,0,0,0,0,755.02,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260101-0003,3,Dine In,T08,2026-01-01 16:10:00,2026-01-01 16:34:00,Coffee Classics,Americano - Medium,MENU0004,Beverage,Menu Item,210.0,1.0,210.0,6.66,Bill Discount,Synthetic promotion,203.34,10.17,0,0,0,0,213.51,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260101-0004,4,Delivery/Takeaway,,2026-01-01 14:51:00,2026-01-01 15:15:00,Coffee Classics,Latte - Regular,MENU0006,Beverage,Menu Item,225.0,3.0,675.0,30.06,Bill Discount,Synthetic promotion,644.94,32.25,0,0,0,0,677.19,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260101-0005,5,Dine In,T15,2026-01-01 19:18:00,2026-01-01 20:07:00,Coffee Classics,Latte - Medium,MENU0007,Beverage,Menu Item,250.0,2.0,500.0,16.13,Bill Discount,Synthetic promotion,483.87,24.19,0,0,0,0,508.06,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260101-0006,6,Delivery/Takeaway,,2026-01-01 19:28:00,2026-01-01 20:13:00,Coffee Classics,Latte - Large,MENU0008,Beverage,Menu Item,275.0,1.0,275.0,14.63,Bill Discount,Synthetic promotion,260.37,13.02,0,0,0,0,273.39,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260101-0007,7,Dine In,T07,2026-01-01 08:55:00,2026-01-01 09:07:00,Coffee Classics,Cappuccino - Regular,MENU0009,Beverage,Menu Item,225.0,3.0,675.0,0.28,Bill Discount,Synthetic promotion,674.72,33.74,0,0,0,0,708.46,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260101-0008,8,Dine In,T14,2026-01-01 19:22:00,2026-01-01 19:37:00,Coffee Classics,Cappuccino - Medium,MENU0010,Beverage,Menu Item,253.06,1.0,253.06,0.0,,,253.06,12.65,0,0,0,0,265.71,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260101-0009,9,Dine In,T05,2026-01-01 13:46:00,2026-01-01 14:20:00,Coffee Classics,Cappuccino - Large,MENU0011,Beverage,Menu Item,275.0,2.0,550.0,18.72,Bill Discount,Synthetic promotion,531.28,26.56,0,0,0,0,557.84,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260101-0010,10,Delivery/Takeaway,,2026-01-01 17:49:00,2026-01-01 18:13:00,Coffee Classics,Flat White - Regular,MENU0012,Beverage,Menu Item,235.0,2.0,470.0,22.36,Bill Discount,Synthetic promotion,447.64,22.38,0,0,0,0,470.02,,,,,
