State,Deployment,Order Id,billNumber,daySerial,Tab,tableNumber,Open Time,Close Time,Category Name,Item Name,Item Number,itemSection,Item Classification,Rate,Qty,Amount,Discount,discountType,discountRemarks,GST@5% Amount,GST@5%,GST@18% Amount,GST@18%,GST@3% Amount,GST@3%,netamt,customerName,customerMobile,Covers,Waiter Name,Source
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260301-0001,1,Delivery/Takeaway,,2026-03-01 13:18:00,2026-03-01 14:03:00,Coffee Classics,Americano - Regular,MENU0003,Beverage,Menu Item,185.0,1.0,185.0,10.32,Bill Discount,Synthetic promotion,174.68,8.73,0,0,0,0,183.41,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260301-0002,2,Dine In,T03,2026-03-01 19:08:00,2026-03-01 19:49:00,Coffee Classics,Americano - Medium,MENU0004,Beverage,Menu Item,210.0,3.0,630.0,0.3,Bill Discount,Synthetic promotion,629.7,31.48,0,0,0,0,661.18,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260301-0003,3,Delivery/Takeaway,,2026-03-01 18:27:00,2026-03-01 19:14:00,Coffee Classics,Latte - Regular,MENU0006,Beverage,Menu Item,225.0,1.0,225.0,7.85,Bill Discount,Synthetic promotion,217.15,10.86,0,0,0,0,228.01,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260301-0004,4,Delivery/Takeaway,,2026-03-01 15:58:00,2026-03-01 16:22:00,Coffee Classics,Latte - Medium,MENU0007,Beverage,Menu Item,250.0,1.0,250.0,10.12,Bill Discount,Synthetic promotion,239.88,11.99,0,0,0,0,251.87,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260301-0005,5,Delivery/Takeaway,,2026-03-01 09:06:00,2026-03-01 09:16:00,Coffee Classics,Latte - Large,MENU0008,Beverage,Menu Item,275.0,2.0,550.0,1.06,Bill Discount,Synthetic promotion,548.94,27.45,0,0,0,0,576.39,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260301-0006,6,Delivery/Takeaway,,2026-03-01 13:42:00,2026-03-01 14:15:00,Coffee Classics,Cappuccino - Regular,MENU0009,Beverage,Menu Item,225.67,3.0,677.01,0.0,,,677.01,33.85,0,0,0,0,710.86,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260301-0007,7,Dine In,T07,2026-03-01 09:55:00,2026-03-01 10:39:00,Coffee Classics,Cappuccino - Large,MENU0011,Beverage,Menu Item,277.06,1.0,277.06,0.0,,,277.06,13.85,0,0,0,0,290.91,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260301-0008,8,Delivery/Takeaway,,2026-03-01 19:08:00,2026-03-01 19:31:00,Coffee Classics,Flat White - Medium,MENU0013,Beverage,Menu Item,260.0,2.0,520.0,2.42,Bill Discount,Synthetic promotion,517.58,25.88,0,0,0,0,543.46,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260301-0009,9,Dine In,T23,2026-03-01 08:03:00,2026-03-01 08:48:00,Coffee Classics,Flat White - Large,MENU0014,Beverage,Menu Item,286.42,1.0,286.42,0.0,,,286.42,14.32,0,0,0,0,300.74,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260301-0010,10,Delivery/Takeaway,,2026-03-01 11:23:00,2026-03-01 12:11:00,Coffee Classics,Mocha - Regular,MENU0015,Beverage,Menu Item,245.0,1.0,245.0,10.03,Bill Discount,Synthetic promotion,234.97,11.75,0,0,0,0,246.72,,,,,
