State,Deployment,Order Id,billNumber,daySerial,Tab,tableNumber,Open Time,Close Time,Category Name,Item Name,Item Number,itemSection,Item Classification,Rate,Qty,Amount,Discount,discountType,discountRemarks,GST@5% Amount,GST@5%,GST@18% Amount,GST@18%,GST@3% Amount,GST@3%,netamt,customerName,customerMobile,Covers,Waiter Name,Source
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0001,1,Delivery/Takeaway,,2026-02-01 12:16:00,2026-02-01 12:36:00,Coffee Classics,Americano - Regular,MENU0003,Beverage,Menu Item,185.0,4.0,740.0,7.08,Bill Discount,Synthetic promotion,732.92,36.65,0,0,0,0,769.57,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0002,2,Dine In,T15,2026-02-01 19:23:00,2026-02-01 19:37:00,Coffee Classics,Americano - Medium,MENU0004,Beverage,Menu Item,210.0,1.0,210.0,2.66,Bill Discount,Synthetic promotion,207.34,10.37,0,0,0,0,217.71,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0003,3,Delivery/Takeaway,,2026-02-01 12:40:00,2026-02-01 12:59:00,Coffee Classics,Americano - Large,MENU0005,Beverage,Menu Item,235.0,3.0,705.0,14.15,Bill Discount,Synthetic promotion,690.85,34.54,0,0,0,0,725.39,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0004,4,Dine In,T24,2026-02-01 08:41:00,2026-02-01 09:29:00,Coffee Classics,Latte - Regular,MENU0006,Beverage,Menu Item,228.34,3.0,685.02,0.0,,,685.02,34.25,0,0,0,0,719.27,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0005,5,Delivery/Takeaway,,2026-02-01 10:06:00,2026-02-01 10:49:00,Coffee Classics,Latte - Medium,MENU0007,Beverage,Menu Item,250.0,2.0,500.0,23.53,Bill Discount,Synthetic promotion,476.47,23.82,0,0,0,0,500.29,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0006,6,Delivery/Takeaway,,2026-02-01 14:32:00,2026-02-01 15:06:00,Coffee Classics,Latte - Large,MENU0008,Beverage,Menu Item,275.0,1.0,275.0,3.78,Bill Discount,Synthetic promotion,271.22,13.56,0,0,0,0,284.78,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0007,7,Delivery/Takeaway,,2026-02-01 12:49:00,2026-02-01 13:23:00,Coffee Classics,Cappuccino - Regular,MENU0009,Beverage,Menu Item,225.0,1.0,225.0,6.27,Bill Discount,Synthetic promotion,218.73,10.94,0,0,0,0,229.67,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0008,8,Dine In,T21,2026-02-01 09:25:00,2026-02-01 09:38:00,Coffee Classics,Cappuccino - Medium,MENU0010,Beverage,Menu Item,250.0,2.0,500.0,18.21,Bill Discount,Synthetic promotion,481.79,24.09,0,0,0,0,505.88,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0009,9,Dine In,T22,2026-02-01 15:10:00,2026-02-01 15:34:00,Coffee Classics,Cappuccino - Large,MENU0011,Beverage,Menu Item,275.0,2.0,550.0,16.26,Bill Discount,Synthetic promotion,533.74,26.69,0,0,0,0,560.43,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0010,10,Delivery/Takeaway,,2026-02-01 14:19:00,2026-02-01 14:34:00,Coffee Classics,Flat White - Regular,MENU0012,Beverage,Menu Item,235.0,2.0,470.0,21.81,Bill Discount,Synthetic promotion,448.19,22.41,0,0,0,0,470.6,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0011,11,Dine In,T12,2026-02-01 09:20:00,2026-02-01 10:07:00,Coffee Classics,Flat White - Medium,MENU0013,Beverage,Menu Item,260.0,1.0,260.0,12.21,Bill Discount,Synthetic promotion,247.79,12.39,0,0,0,0,260.18,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0012,12,Delivery/Takeaway,,2026-02-01 11:54:00,2026-02-01 12:40:00,Coffee Classics,Flat White - Large,MENU0014,Beverage,Menu Item,286.57,1.0,286.57,0.0,,,286.57,14.33,0,0,0,0,300.9,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0013,13,Delivery/Takeaway,,2026-02-01 19:27:00,2026-02-01 19:49:00,Coffee Classics,Mocha - Regular,MENU0015,Beverage,Menu Item,245.0,3.0,735.0,3.29,Bill Discount,Synthetic promotion,731.71,36.59,0,0,0,0,768.3,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0014,14,Delivery/Takeaway,,2026-02-01 17:09:00,2026-02-01 17:40:00,Coffee Classics,Mocha - Large,MENU0017,Beverage,Menu Item,295.0,2.0,590.0,32.3,Bill Discount,Synthetic promotion,557.7,27.89,0,0,0,0,585.59,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0015,15,Dine In,T19,2026-02-01 13:15:00,2026-02-01 13:49:00,Signature Coffee,Sea Salt Mocha - Regular,MENU0018,Beverage,Menu Item,278.94,1.0,278.94,0.0,,,278.94,13.95,0,0,0,0,292.89,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0016,16,Dine In,T05,2026-02-01 13:49:00,2026-02-01 14:27:00,Signature Coffee,Orange Zest Mocha - Medium,MENU0022,Beverage,Menu Item,300.0,1.0,300.0,6.69,Bill Discount,Synthetic promotion,293.31,14.67,0,0,0,0,307.98,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0017,17,Delivery/Takeaway,,2026-02-01 16:41:00,2026-02-01 17:18:00,Signature Coffee,Orange Zest Mocha - Large,MENU0023,Beverage,Menu Item,330.0,1.0,330.0,13.59,Bill Discount,Synthetic promotion,316.41,15.82,0,0,0,0,332.23,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0018,18,Delivery/Takeaway,,2026-02-01 08:21:00,2026-02-01 09:10:00,Signature Coffee,French Vanilla Latte - Regular,MENU0027,Beverage,Menu Item,270.28,1.0,270.28,0.0,,,270.28,13.51,0,0,0,0,283.79,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0019,19,Dine In,T19,2026-02-01 11:38:00,2026-02-01 12:06:00,Signature Coffee,French Vanilla Latte - Large,MENU0029,Beverage,Menu Item,325.0,1.0,325.0,1.17,Bill Discount,Synthetic promotion,323.83,16.19,0,0,0,0,340.02,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0020,20,Delivery/Takeaway,,2026-02-01 08:17:00,2026-02-01 08:32:00,Signature Coffee,Vegan Iced Latte - Regular,MENU0030,Beverage,Menu Item,285.0,1.0,285.0,0.63,Bill Discount,Synthetic promotion,284.37,14.22,0,0,0,0,298.59,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0021,21,Dine In,T08,2026-02-01 13:33:00,2026-02-01 14:04:00,Cold Brew,Classic Cold Brew - Regular,MENU0033,Beverage,Menu Item,225.0,1.0,225.0,4.21,Bill Discount,Synthetic promotion,220.79,11.04,0,0,0,0,231.83,,,,,
Delhi,ABNAH Cafe Hauz Khas,,BILL-OUT002-260201-0022,22,Dine In,T13,2026-02-01 15:31:00,2026-02-01 16:02:00,Cold Brew,Coffee Lemonade - Medium,MENU0037,Beverage,Menu Item,260.38,2.0,520.76,0.0,,,520.77,26.04,0,0,0,0,546.81,,,,,
