Store Name,Date,Bill No.,Tab Type,Source,Customer Name,Customer Number,Super Category,Category,SAC/HSN No.,SKU Code / Item No,SKU / Item Name,Item Rate,Item Qty,Item Subtotal,Offer,Discount Amount,Complimentary Amount,Total Discount,Net Sale Value,Tax Amount,Gross Sale Value,Purchase Rate,Purchase Value,Net Margin%,Gross Margin%
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0001,Delivery/Takeaway,Takeaway,Guest 1424,9000001424,Beverage,Coffee Classics,996331,MENU0003,Americano - Regular,185.0,1.0,185.0,Synthetic promotion,3.5,0,3.5,181.5,9.07,190.57,23.21,23.21,87.21,87.82
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0002,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0004,Americano - Medium,210.0,1.0,210.0,Synthetic promotion,4.19,0,4.19,205.81,10.29,216.1,26.05,26.05,87.34,87.95
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0003,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0007,Latte - Medium,250.0,3.0,750.0,Synthetic promotion,38.8,0,38.8,711.2,35.56,746.76,40.96,122.88,82.72,83.54
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0004,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0013,Flat White - Medium,260.0,5.0,1300.0,Synthetic promotion,71.56,0,71.56,1228.44,61.42,1289.86,40.96,204.8,83.33,84.12
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0005,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0014,Flat White - Large,285.0,2.0,570.0,Synthetic promotion,0.36,0,0.36,569.64,28.48,598.12,45.76,91.52,83.93,84.7
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0006,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0015,Mocha - Regular,245.76,1.0,245.76,,0.0,0,0.0,245.76,12.29,258.05,42.67,42.67,82.64,83.46
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0007,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0017,Mocha - Large,295.0,1.0,295.0,Synthetic promotion,2.42,0,2.42,292.58,14.63,307.21,54.21,54.21,81.47,82.35
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0008,Delivery/Takeaway,Takeaway,,,Beverage,Signature Coffee,996331,MENU0018,Sea Salt Mocha - Regular,275.0,3.0,825.0,Synthetic promotion,46.61,0,46.61,778.39,38.92,817.31,42.67,128.01,83.55,84.34
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0009,Delivery/Takeaway,Corporate Order,Guest 7623,9000007623,Beverage,Signature Coffee,996331,MENU0019,Sea Salt Mocha - Medium,305.0,1.0,305.0,Synthetic promotion,1.71,0,1.71,303.29,15.16,318.45,48.42,48.42,84.04,84.8
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0010,Delivery/Takeaway,Takeaway,,,Beverage,Signature Coffee,996331,MENU0025,Caramel Macchiato - Medium,299.95,2.0,599.9,,0.0,0,0.0,599.9,30.0,629.9,48.13,96.26,83.95,84.72
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0011,Delivery/Takeaway,Takeaway,,,Beverage,Signature Coffee,996331,MENU0030,Vegan Iced Latte - Regular,288.22,1.0,288.22,,0.0,0,0.0,288.22,14.41,302.63,58.9,58.9,79.56,80.54
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0012,Dine In,Dine In,,,Beverage,Signature Coffee,996331,MENU0031,Vegan Iced Latte - Medium,310.0,1.0,310.0,Synthetic promotion,4.07,0,4.07,305.93,15.3,321.23,66.95,66.95,78.12,79.16
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0013,Delivery/Takeaway,Corporate Order,,,Beverage,Signature Coffee,996331,MENU0032,Vegan Iced Latte - Large,335.0,1.0,335.0,Synthetic promotion,9.55,0,9.55,325.45,16.27,341.72,75.02,75.02,76.95,78.05
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0014,Delivery/Takeaway,Takeaway,,,Beverage,Cold Brew,996331,MENU0033,Classic Cold Brew - Regular,225.0,1.0,225.0,Synthetic promotion,12.5,0,12.5,212.5,10.62,223.12,25.6,25.6,87.95,88.53
ABNAH Cafe Connaught Place,2026-02-01,BILL-OUT001-260201-0015,Dine In,Dine In,,,Beverage,Cold Brew,996331,MENU0036,Coffee Lemonade - Regular,235.0,1.0,235.0,Synthetic promotion,4.18,0,4.18,230.82,11.54,242.36,29.45,29.45,87.24,87.85
