Store Name,Date,Bill No.,Tab Type,Source,Customer Name,Customer Number,Super Category,Category,SAC/HSN No.,SKU Code / Item No,SKU / Item Name,Item Rate,Item Qty,Item Subtotal,Offer,Discount Amount,Complimentary Amount,Total Discount,Net Sale Value,Tax Amount,Gross Sale Value,Purchase Rate,Purchase Value,Net Margin%,Gross Margin%
ABNAH Cafe Saket Premium,2026-02-01,BILL-OUT003-260201-0001,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0003,Americano - Regular,187.7,4.0,750.8,Synthetic promotion,0.01,0,0.01,750.79,37.54,788.33,23.21,92.84,87.63,88.22
ABNAH Cafe Saket Premium,2026-02-01,BILL-OUT003-260201-0002,Delivery/Takeaway,Mall Walk-in,Guest 0889,9000000889,Beverage,Coffee Classics,996331,MENU0004,Americano - Medium,212.18,2.0,424.36,,0.0,0,0.0,424.36,21.22,445.58,26.05,52.1,87.72,88.31
ABNAH Cafe Saket Premium,2026-02-01,BILL-OUT003-260201-0003,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0005,Americano - Large,235.0,2.0,470.0,Synthetic promotion,9.2,0,9.2,460.8,23.04,483.84,28.91,57.82,87.45,88.05
ABNAH Cafe Saket Premium,2026-02-01,BILL-OUT003-260201-0004,Delivery/Takeaway,Mall Walk-in,,,Beverage,Coffee Classics,996331,MENU0006,Latte - Regular,225.0,3.0,675.0,Synthetic promotion,37.86,0,37.86,637.14,31.86,669.0,36.17,108.51,82.97,83.78
ABNAH Cafe Saket Premium,2026-02-01,BILL-OUT003-260201-0005,Delivery/Takeaway,Mall Walk-in,,,Beverage,Coffee Classics,996331,MENU0007,Latte - Medium,253.18,1.0,253.18,,0.0,0,0.0,253.18,12.66,265.84,40.96,40.96,83.82,84.59
ABNAH Cafe Saket Premium,2026-02-01,BILL-OUT003-260201-0006,Delivery/Takeaway,Mall Walk-in,,,Beverage,Coffee Classics,996331,MENU0009,Cappuccino - Regular,225.0,3.0,675.0,Synthetic promotion,11.78,0,11.78,663.22,33.16,696.38,36.17,108.51,83.64,84.42
ABNAH Cafe Saket Premium,2026-02-01,BILL-OUT003-260201-0007,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0010,Cappuccino - Medium,250.0,5.0,1250.0,Synthetic promotion,45.0,0,45.0,1205.0,60.25,1265.25,40.96,204.8,83.0,83.81
ABNAH Cafe Saket Premium,2026-02-01,BILL-OUT003-260201-0008,Delivery/Takeaway,Mall Walk-in,Guest 7061,9000007061,Beverage,Coffee Classics,996331,MENU0011,Cappuccino - Large,275.0,3.0,825.0,Synthetic promotion,20.87,0,20.87,804.13,40.21,844.34,45.76,137.28,82.93,83.74
ABNAH Cafe Saket Premium,2026-02-01,BILL-OUT003-260201-0009,Delivery/Takeaway,Mall Walk-in,,,Beverage,Coffee Classics,996331,MENU0012,Flat White - Regular,235.0,1.0,235.0,Synthetic promotion,2.06,0,2.06,232.94,11.65,244.59,36.17,36.17,84.47,85.21
ABNAH Cafe Saket Premium,2026-02-01,BILL-OUT003-260201-0010,Delivery/Takeaway,Online,Guest 6891,9000006891,Beverage,Coffee Classics,996331,MENU0013,Flat White - Medium,260.0,2.0,520.0,Synthetic promotion,18.33,0,18.33,501.67,25.08,526.75,40.96,81.92,83.67,84.45
